"student_id","name","email","age","city","registration_date","acquisition_source","plan_type","total_enrollments"
"STU01879","Gilang Hakim","gilang.hakim225@hotmail.com",31,"Jakarta","2024-04-19","Instagram","basic",6
"STU00209","Indah Ramadhan","indah.ramadhan@outlook.com",39,"Bandung","2023-05-27","YouTube","pro",6
"STU01647","Tia Maulana","tia.maulana@gmail.com",37,"Medan","2022-02-09","Referral","free",5
"STU01009","Olivia Pratama","olivia.pratama36@gmail.com",27,"Denpasar","2022-10-18","Instagram","basic",8
"STU01851","Yoga Wibowo","yoga.wibowo899@gmail.com",27,"Bandung","2024-10-25","Google","free",2
"STU01116","Eka Wibowo","eka.wibowo323@hotmail.com",24,"Bogor","2022-02-02","Instagram","basic",10
"STU00133","Tia Pratama","tia.pratama@gmail.com",21,"Semarang","2023-03-09","TikTok","basic",1
"STU01059","Surya Setiawan","surya.setiawan772@hotmail.com",44,"Jakarta","2024-01-11","TikTok","free",2
"STU00007","Reno Cahyani","reno.cahyani285@hotmail.com",35,"Palembang","2024-07-08","Instagram","free",1
"STU02532","Surya Pratama","surya.pratama774@yahoo.com",25,"Bandung","2022-05-16","Instagram","basic",2
"STU02030","Putra Setyowati","putra.setyowati263@outlook.com",25,"Denpasar","2024-04-13","Referral","free",0
"STU01829","Zahra Setyowati","zahra.setyowati877@hotmail.com",22,"Bandung","2024-09-06","Google","free",1
"STU01639","Gilang Mahendra","gilang.mahendra@yahoo.com",40,"Malang","2023-05-30","YouTube","basic",0
"STU01277","Bayu Lestari","bayu.lestari714@hotmail.com",37,"Jakarta","2023-08-28","Instagram","free",3
"STU01681","Satria Anggara","satria.anggara821@outlook.com",44,"Surabaya","2022-11-28","Google","free",6
"STU02398","Olivia Nugroho","olivia.nugroho245@yahoo.com",18,"Surabaya","2022-07-12","Instagram","free",1
"STU02563","Indah Ramadhan","indah.ramadhan@gmail.com",37,"Semarang","2024-05-03","Instagram","free",6
"STU02006","Fajar Anggraini","fajar.anggraini13@gmail.com",29,"Jakarta","2023-01-31","Instagram","free",6
"STU00461","Tia Mahendra","tia.mahendra@gmail.com",37,"Jakarta","2023-05-28","Instagram","basic",2
"STU02881","Dito Rahmawati","dito.rahmawati@outlook.com",39,"Jakarta","2024-02-19","Instagram","pro",5
"STU02225","Fajar Ramadhan","fajar.ramadhan@yahoo.com",22,"Jakarta","2022-11-25","Instagram","free",5
"STU01049","Olivia Hakim","olivia.hakim486@gmail.com",26,"Surabaya","2024-06-12","Google","free",3
"STU00245","Kirana Pertiwi","kirana.pertiwi622@outlook.com",24,"Medan","2023-01-12","Google","free",4
"STU02029","Umi Hidayat","umi.hidayat@gmail.com",36,"Surabaya","2022-12-09","Instagram","free",0
"STU02344","Eka Pertiwi","eka.pertiwi963@gmail.com",25,"Jakarta","2024-11-18","Instagram","free",6
"STU02499","Mega Setyowati","mega.setyowati443@yahoo.com",22,"Bandung","2023-10-16","Referral","free",7
"STU00914","Arif Putra","arif.putra912@yahoo.com",39,"Malang","2024-02-27","YouTube","free",3
"STU00002","Indah Hakim","indah.hakim757@yahoo.com",20,"Surabaya","2022-09-20","Google","free",1
"STU00981","Siti Hidayat","siti.hidayat335@hotmail.com",29,"Yogyakarta","2022-10-18","Instagram","free",4
"STU00567","Umi Setiawan","umi.setiawan@outlook.com",31,"Palembang","2023-03-18","Instagram","free",5
"STU02982","Winda Nugroho","winda.nugroho888@hotmail.com",31,"Jakarta","2024-08-14","Referral","free",2
"STU01217","Arif Permadi","arif.permadi891@yahoo.com",33,"Jakarta","2024-09-28","Organic","free",0
"STU00034","Winda Hakim","winda.hakim201@gmail.com",23,"Jakarta","2023-06-21","Referral","free",2
"STU00879","Indah Pramudita","indah.pramudita328@gmail.com",40,"Palembang","2023-02-21","Referral","free",3
"STU00163","Putri Maulana","putri.maulana@outlook.com",40,"Surabaya","2023-02-04","Instagram","free",1
"STU02280","Yuni Rahmawati","yuni.rahmawati667@outlook9617@gmail.com",41,"Malang","2022-10-18","Instagram","pro",1
"STU00419","Yuni Rahmawati","yuni.rahmawati@hotmail.com",34,"Jakarta","2022-12-25","Organic","free",3
"STU00599","Sari Setiawan","sari.setiawan238@yahoo.com",20,"Bandung","2022-10-28","Instagram","free",6
"STU02046","Lestari Anggara","lestari.anggara@gmail.com",34,"Bandung","2022-11-20","Instagram","free",1
"STU00212","Galih Pratama","galih.pratama@outlook.com",27,"Medan","2023-12-26","Referral","free",0
"STU02164","Dito Permadi","dito.permadi849@gmail.com",19,"Semarang","2024-05-14","Google","basic",4
"STU02683","Vina Susanto","vina.susanto@yahoo.com",36,"Surabaya","2025-01-06","Google","free",1
"STU00822","Ratna Cahyani","ratna.cahyani663@hotmail.com",45,"Jakarta","2024-08-01","Google","free",3
"STU02718","Andi Wibowo","andi.wibowo248@gmail.com",29,"Yogyakarta","2024-04-10","Referral","free",2
"STU00542","Dimas Putra","dimas.putra@yahoo.com",18,"Jakarta","2022-03-23","Organic","basic",2
"STU02132","Fajar Iskandar","fajar.iskandar577@hotmail.com",34,"Bogor","2022-07-21","Referral","basic",1
"STU00852","Ferdi Pertiwi","ferdi.pertiwi123@gmail.com",37,"Medan","2022-05-11","Referral","basic",1
"STU02912","Satria Susanto","satria.susanto829@outlook1242@gmail.com",44,"Palembang","2023-01-13","Referral","free",6
"STU02476","Mawar Saputra","mawar.saputra617@gmail.com",35,"Jakarta","2023-09-12","Instagram","free",5
"STU00183","Intan Wulandari","intan.wulandari@outlook.com",37,"Bandung","2025-01-07","YouTube","free",5
"STU02237","Yuni Mahendra","yuni.mahendra@hotmail.com",28,"Bandung","2023-11-28","TikTok","free",0
"STU00811","Intan Hidayat","intan.hidayat@hotmail.com",25,"Semarang","2024-06-16","Instagram","pro",0
"STU01110","Panji Yusuf","panji.yusuf@outlook.com",32,"Denpasar","2023-05-19","Instagram","basic",5
"STU01682","Ferdi Pertiwi","ferdi.pertiwi@yahoo.com",24,"Jakarta","2024-06-02","Instagram","pro",2
"STU02931","Permata Saputra","permata.saputra@hotmail.com",26,"Surabaya","2022-01-17","Google","basic",4
"STU02437","Lestari Susanto","lestari.susanto770@outlook8186@gmail.com",29,"Denpasar","2022-07-24","Google","free",8
"STU00068","Wahyu Mahendra","wahyu.mahendra@gmail.com",30,"Surabaya","2023-02-27","Instagram","free",11
"STU01347","Arif Anggara","arif.anggara960@yahoo.com",28,"Surabaya","2024-01-03","Google","free",3
"STU01025","Naufal Anggraini","naufal.anggraini844@hotmail.com",21,"Denpasar","2024-10-23","Google","pro",6
"STU00715","Indah Kusuma","indah.kusuma@gmail.com",39,"Jakarta","2022-05-13","Instagram","free",3
"STU02333","Putri Wulandari","putri.wulandari@gmail.com",40,"Jakarta","2024-08-21","TikTok","basic",4
"STU01485","Fitri Setyowati","fitri.setyowati362@gmail.com",34,"Medan","2023-05-08","Referral","free",3
"STU01056","Mawar Maulana","mawar.maulana902@yahoo.com",28,"Semarang","2023-05-15","Organic","basic",2
"STU01706","Siti Maulana","siti.maulana416@outlook.com",44,"Bandung","2024-05-05","Instagram","free",4
"STU01255","Hendra Kurniawan","hendra.kurniawan140@yahoo.com",19,"Jakarta","2024-05-25","Referral","basic",5
"STU01157","Nadia Nugroho","nadia.nugroho@outlook.com",42,"Jakarta","2023-11-13","Instagram","basic",3
"STU00364","Intan Permadi","intan.permadi@outlook.com",23,"Jakarta","2023-02-10","Instagram","free",2
"STU01720","Fajar Kurniawan","fajar.kurniawan@yahoo1370@gmail.com",20,"Semarang","2024-01-20","Referral","free",2
"STU00952","Mawar Pertiwi","mawar.pertiwi@outlook.com",40,"Surabaya","2022-05-15","Instagram","pro",2
"STU01862","Naufal Yusuf","naufal.yusuf@yahoo.com",19,"Jakarta","2024-06-02","Instagram","basic",3
"STU00291","Ratna Santoso","ratna.santoso@yahoo.com",26,"Semarang","2022-07-08","Instagram","basic",3
"STU00579","Dimas Hakim","dimas.hakim886@hotmail.com",36,"Yogyakarta","2023-05-27","Instagram","free",3
"STU01556","Reza Kurniawan","reza.kurniawan@gmail.com",20,"Bandung","2024-02-02","Referral","free",2
"STU02036","Satria Nugroho","satria.nugroho@gmail.com",38,"Bandung","2024-08-11","Instagram","pro",6
"STU01397","Naufal Ramadhan","naufal.ramadhan315@gmail.com",28,"Surabaya","2023-08-25","YouTube","free",11
"STU00174","Ratna Cahyani","ratna.cahyani608@yahoo.com",30,"Jakarta","2024-09-18","Instagram","free",0
"STU00332","Vina Ramadhan","vina.ramadhan919@outlook.com",34,"Jakarta","2022-09-13","Google","free",2
"STU02612","Ayu Iskandar","ayu.iskandar@outlook6684@gmail.com",24,"Jakarta","2024-01-19","Instagram","free",1
"STU01310","Hendra Pramudita","hendra.pramudita54@hotmail.com",34,"Bandung","2025-01-31","TikTok","free",3
"STU01290","Mawar Susanto","mawar.susanto@gmail.com",30,"Bandung","2023-03-31","Google","free",3
"STU01661","Wahyu Ramadhan","wahyu.ramadhan769@yahoo.com",29,"Bandung","2023-11-29","Instagram","pro",4
"STU02935","Winda Saputra","winda.saputra@gmail.com",18,"Semarang","2023-02-13","Instagram","free",0
"STU02148","Yuni Lestari","yuni.lestari@outlook.com",34,"Jakarta","2024-12-07","Organic","basic",3
"STU02829","Putri Kurniawan","putri.kurniawan@hotmail.com",19,"Medan","2022-06-15","Instagram","free",3
"STU02229","Fitri Damayanti","fitri.damayanti289@yahoo.com",40,"Jakarta","2024-12-12","Instagram","free",8
"STU00411","Mawar Pratama","mawar.pratama@yahoo.com",33,"Jakarta","2022-08-13","Google","free",2
"STU00378","Naufal Permadi","naufal.permadi547@gmail.com",28,"Semarang","2022-02-03","Organic","free",2
"STU01774","Siti Iskandar","siti.iskandar@gmail.com",36,"Yogyakarta","2024-02-09","TikTok","pro",0
"STU01225","Winda Lestari","winda.lestari@gmail1131@gmail.com",36,"Semarang","2022-08-08","Referral","free",1
"STU01352","Iqbal Saputra","iqbal.saputra@outlook.com",27,"Jakarta","2023-06-26","Instagram","free",0
"STU02591","Andi Damayanti","andi.damayanti921@yahoo.com",19,"Yogyakarta","2022-11-05","YouTube","free",8
"STU01826","Bayu Susanto","bayu.susanto@gmail.com",24,"Semarang","2023-02-23","TikTok","free",0
"STU02255","Budi Pertiwi","budi.pertiwi@outlook.com",19,"Jakarta","2024-07-19","Referral","free",6
"STU01128","Permata Anggraini","permata.anggraini@outlook.com",22,"Denpasar","2022-10-19","Referral","free",0
"STU00705","Hendra Hidayat","hendra.hidayat711@gmail.com",32,"Medan","2024-10-03","Referral","basic",2
"STU00604","Naufal Mahendra","naufal.mahendra@hotmail.com",40,"Semarang","2023-05-29","TikTok","pro",0
"STU02179","Sinta Kusuma","sinta.kusuma@hotmail.com",45,"Surabaya","2022-02-14","Referral","basic",0
"STU02199","Budi Pratama","budi.pratama@yahoo.com",39,"Surabaya","2024-12-27","Instagram","free",10
"STU02981","Putra Permadi","putra.permadi@hotmail.com",27,"Bandung","2022-02-21","Instagram","free",3
"STU02797","Diah Rahmawati","diah.rahmawati@gmail.com",38,"Surabaya","2023-04-23","Referral","pro",2
"STU00388","Permata Hidayat","permata.hidayat@yahoo.com",36,"Medan","2024-09-05","Referral","free",3
"STU02155","Naufal Hapsari","naufal.hapsari@yahoo.com",45,"Makassar","2023-01-06","Google","free",9
"STU02623","Wahyu Nugroho","wahyu.nugroho570@yahoo.com",27,"Denpasar","2022-01-27","Referral","basic",4
"STU01758","Budi Kusuma","budi.kusuma406@gmail.com",29,"Jakarta","2025-02-07","TikTok","basic",2
"STU02399","Ratna Pratama","ratna.pratama632@yahoo.com",25,"Palembang","2022-12-25","Referral","free",0
"STU01374","Bagus Saputra","bagus.saputra463@hotmail.com",43,"Medan","2022-03-15","Organic","free",10
"STU02989","Fitri Wijaya","fitri.wijaya@gmail.com",45,"Semarang","2022-03-17","Google","free",0
"STU01967","Luthfi Kurniawan","luthfi.kurniawan@yahoo.com",31,"Yogyakarta","2024-10-13","Google","basic",6
"STU02455","Reza Anggraini","reza.anggraini@outlook.com",22,"Surabaya","2022-04-01","Google","free",5
"STU01530","Ferdi Wibowo","ferdi.wibowo807@hotmail.com",30,"Medan","2022-05-10","Referral","pro",1
"STU02889","Kirana Santoso","kirana.santoso@yahoo.com",30,"Surabaya","2023-04-10","Instagram","free",5
"STU00350","Adi Anggraini","adi.anggraini@gmail.com",36,"Jakarta","2024-02-23","Referral","free",3
"STU00286","Bayu Ramadhan","bayu.ramadhan251@gmail.com",18,"Bekasi","2024-05-02","YouTube","free",6
"STU02222","Siti Kurniawan","siti.kurniawan@outlook.com",44,"Surabaya","2022-04-18","TikTok","free",3
"STU02474","Mawar Susanto","mawar.susanto@hotmail6993@gmail.com",33,"Palembang","2023-10-05","Google","free",2
"STU00992","Citra Permadi","citra.permadi@hotmail.com",18,"Yogyakarta","2024-11-10","Referral","basic",4
"STU01432","Aditya Hakim","aditya.hakim@outlook.com",31,"Surabaya","2022-09-08","Google","basic",9
"STU02575","Nadia Permadi","nadia.permadi708@yahoo.com",42,"Jakarta","2022-01-09","YouTube","free",2
"STU02515","Rahmat Damayanti","rahmat.damayanti@gmail.com",36,"Makassar","2024-02-27","Google","basic",3
"STU01213","Dito Permadi","dito.permadi224@outlook.com",21,"Denpasar","2022-01-06","Instagram","free",0
"STU00740","Mawar Permadi","mawar.permadi@gmail.com",42,"Jakarta","2024-04-07","Instagram","pro",6
"STU02010","Ferdi Anggraini","ferdi.anggraini@outlook.com",21,"Semarang","2023-03-17","TikTok","pro",2
"STU01418","Rizky Maulana","rizky.maulana834@yahoo.com",40,"Tangerang","2025-01-17","Instagram","basic",2
"STU00971","Putri Maulana","putri.maulana399@yahoo4625@gmail.com",40,"Bandung","2022-10-21","Instagram","basic",2
"STU01648","Aditya Hapsari","aditya.hapsari966@hotmail.com",39,"Denpasar","2024-03-07","Instagram","free",3
"STU00712","Diah Cahyani","diah.cahyani@hotmail.com",33,"Medan","2022-12-15","Instagram","free",1
"STU00363","Sari Saputra","sari.saputra565@outlook.com",32,"Bogor","2024-10-12","Google","pro",0
"STU01048","Diah Hapsari","diah.hapsari@gmail.com",40,"Bandung","2024-12-11","Instagram","free",3
"STU01007","Gita Permadi","gita.permadi@yahoo.com",21,"Medan","2022-04-20","TikTok","free",6
"STU02785","Yuni Pertiwi","yuni.pertiwi@hotmail2916@gmail.com",36,"Surabaya","2022-11-22","Instagram","free",5
"STU02758","Intan Maulana","intan.maulana@gmail9932@gmail.com",23,"Medan","2022-08-09","TikTok","free",6
"STU02250","Maya Anggara","maya.anggara@outlook.com",26,"Palembang","2023-03-11","TikTok","pro",6
"STU02729","Aditya Hakim","aditya.hakim195@outlook.com",29,"Jakarta","2025-01-09","Instagram","free",9
"STU00507","Siti Anggara","siti.anggara368@hotmail.com",38,"Semarang","2025-02-13","Instagram","free",0
"STU02242","Mawar Kurniawan","mawar.kurniawan@gmail.com",23,"Yogyakarta","2024-01-06","Instagram","basic",5
"STU01685","Rahmat Hidayat","rahmat.hidayat@hotmail.com",24,"Yogyakarta","2025-01-01","Google","free",8
"STU02198","Reno Pramudita","reno.pramudita27@hotmail.com",21,"Surabaya","2024-07-07","Google","basic",2
"STU01356","Hana Hakim","hana.hakim146@hotmail.com",41,"Denpasar","2024-10-20","Google","basic",4
"STU00689","Maya Damayanti","maya.damayanti@hotmail.com",27,"Jakarta","2024-07-09","Instagram","free",3
"STU00565","Tia Pertiwi","tia.pertiwi@gmail.com",34,"Jakarta","2023-03-08","Instagram","free",0
"STU01287","Sinta Nugroho","sinta.nugroho@gmail.com",39,"Makassar","2023-11-28","YouTube","basic",10
"STU01934","Sari Hidayat","sari.hidayat849@gmail.com",18,"Medan","2023-05-26","TikTok","pro",1
"STU01303","Arif Yusuf","arif.yusuf@yahoo.com",20,"Surabaya","2023-05-07","Google","free",1
"STU01156","Rizky Wijaya","rizky.wijaya@gmail.com",22,"Bandung","2022-08-09","TikTok","free",4
"STU00531","Bayu Maulana","bayu.maulana@hotmail.com",31,"Bandung","2023-12-27","YouTube","free",9
"STU01983","Mawar Santoso","mawar.santoso248@gmail.com",40,"Semarang","2022-01-15","Referral","free",3
"STU01922","Rahmat Pramudita","rahmat.pramudita@gmail.com",18,"Bandung","2022-08-20","Instagram","basic",6
"STU02133","Diah Kurniawan","diah.kurniawan875@gmail.com",42,"Yogyakarta","2024-08-03","Instagram","basic",3
"STU01064","Putri Hakim","putri.hakim914@yahoo.com",42,"Tangerang","2022-03-23","Google","basic",0
"STU01216","Permata Maulana","permata.maulana@hotmail.com",39,"Makassar","2023-02-17","Instagram","free",6
"STU00754","Dimas Rahmawati","dimas.rahmawati@hotmail.com",43,"Yogyakarta","2024-09-23","Instagram","free",0
"STU02602","Hana Damayanti","hana.damayanti@hotmail.com",30,"Malang","2023-08-27","Google","basic",2
"STU00253","Naufal Ramadhan","naufal.ramadhan989@outlook.com",23,"Jakarta","2023-06-09","Instagram","free",3
"STU02174","Yoga Pertiwi","yoga.pertiwi@hotmail.com",19,"Bekasi","2022-09-14","Instagram","free",3
"STU01965","Naufal Nugroho","naufal.nugroho554@yahoo.com",38,"Jakarta","2024-07-14","Google","free",6
"STU00714","Winda Wulandari","winda.wulandari@yahoo.com",45,"Yogyakarta","2024-12-11","Instagram","free",2
"STU02307","Eka Yusuf","eka.yusuf@yahoo.com",36,"Bogor","2025-01-27","Instagram","free",6
"STU02453","Intan Pratama","intan.pratama@yahoo9488@gmail.com",26,"Jakarta","2022-02-08","TikTok","free",4
"STU02321","Adi Kurniawan","adi.kurniawan961@gmail6162@gmail.com",30,"Surabaya","2024-12-29","Google","free",11
"STU02811","Budi Damayanti","budi.damayanti@hotmail.com",33,"Jakarta","2024-01-18","Instagram","free",2
"STU02009","Gita Anggara","gita.anggara275@outlook.com",20,"Jakarta","2022-02-10","Google","free",10
"STU00927","Permata Iskandar","permata.iskandar348@gmail.com",29,"Jakarta","2022-05-22","Referral","free",6
"STU00776","Bayu Damayanti","bayu.damayanti579@gmail.com",22,"Surabaya","2024-11-28","YouTube","basic",3
"STU01273","Bayu Saputra","bayu.saputra822@gmail.com",21,"Medan","2024-03-13","Instagram","free",6
"STU02396","Nita Damayanti","nita.damayanti@yahoo.com",26,"Tangerang","2022-12-05","Instagram","free",3
"STU01264","Mega Kusuma","mega.kusuma@gmail.com",22,"Semarang","2022-12-26","Instagram","basic",1
"STU01597","Budi Ramadhan","budi.ramadhan@outlook.com",28,"Medan","2024-02-16","TikTok","free",1
"STU01063","Adi Maulana","adi.maulana792@gmail.com",31,"Jakarta","2022-03-05","Instagram","free",2
"STU00986","Rizky Pertiwi","rizky.pertiwi366@outlook.com",20,"Yogyakarta","2024-04-25","Instagram","free",0
"STU01923","Rahmat Ramadhan","rahmat.ramadhan@gmail.com",19,"Jakarta","2023-04-18","Google","free",6
"STU00909","Sari Permadi","sari.permadi@hotmail.com",32,"Surabaya","2024-07-15","YouTube","free",4
"STU00633","Permata Iskandar","permata.iskandar@outlook229@gmail.com",23,"Surabaya","2024-05-13","Google","free",0
"STU01199","Hendra Pertiwi","hendra.pertiwi910@gmail.com",23,"Jakarta","2023-03-11","Organic","basic",6
"STU00946","Rizky Setiawan","rizky.setiawan@outlook.com",22,"Jakarta","2025-01-15","Google","basic",0
"STU00954","Tia Kusuma","tia.kusuma763@yahoo.com",25,"Jakarta","2022-12-16","TikTok","free",1
"STU02934","Vina Susanto","vina.susanto@gmail.com",34,"Jakarta","2023-01-02","Instagram","free",5
"STU01539","Maya Anggraini","maya.anggraini@gmail.com",29,"Surabaya","2022-08-21","YouTube","free",3
"STU02825","Dimas Nugroho","dimas.nugroho362@gmail.com",26,"Yogyakarta","2022-12-08","TikTok","free",3
"STU00500","Umi Cahyani","umi.cahyani@gmail.com",43,"Yogyakarta","2022-08-12","Referral","basic",3
"STU00444","Arif Hidayat","arif.hidayat@hotmail.com",30,"Bandung","2022-04-24","Instagram","free",3
"STU01476","Intan Wijaya","intan.wijaya@gmail.com",43,"Medan","2024-01-21","Google","basic",5
"STU01166","Siti Hidayat","siti.hidayat@yahoo.com",24,"Surabaya","2022-10-30","Instagram","free",6
"STU00484","Fitri Wulandari","fitri.wulandari238@gmail.com",36,"Yogyakarta","2022-01-21","Referral","free",5
"STU02828","Hana Santoso","hana.santoso@outlook.com",29,"Jakarta","2023-08-23","Google","free",3
"STU00860","Ayu Setiawan","ayu.setiawan542@gmail.com",18,"Jakarta","2023-11-01","Organic","basic",5
"STU01114","Intan Wulandari","intan.wulandari@hotmail.com",22,"Palembang","2022-03-16","Referral","free",5
"STU02978","Umi Kusuma","umi.kusuma@outlook.com",37,"Jakarta","2023-07-13","YouTube","free",10
"STU02808","Hendra Permadi","hendra.permadi895@yahoo4485@gmail.com",34,"Medan","2023-02-11","YouTube","basic",10
"STU01754","Budi Wibowo","budi.wibowo486@yahoo.com",43,"Bandung","2023-12-27","Instagram","basic",2
"STU00902","Naufal Permadi","naufal.permadi@gmail.com",45,"Jakarta","2023-04-05","TikTok","free",9
"STU02502","Maya Hidayat","maya.hidayat@yahoo.com",40,"Jakarta","2022-03-19","Instagram","free",6
"STU02176","Winda Setiawan","winda.setiawan@outlook.com",29,"Bandung","2023-02-25","Instagram","basic",2
"STU02659","Reno Hidayat","reno.hidayat247@yahoo.com",30,"Jakarta","2024-02-23","Referral","free",5
"STU02904","Eko Maulana","eko.maulana@yahoo.com",40,"Bandung","2022-04-07","Instagram","free",10
"STU02556","Ayu Hapsari","ayu.hapsari250@outlook.com",28,"Bogor","2024-04-23","Google","pro",4
"STU00763","Olivia Lestari","olivia.lestari842@outlook.com",40,"Jakarta","2022-11-09","Google","pro",1
"STU01786","Hana Hapsari","hana.hapsari290@hotmail.com",43,"Denpasar","2023-08-05","Instagram","free",6
"STU00298","Hendra Saputra","hendra.saputra@gmail.com",36,"Bandung","2024-09-17","TikTok","free",1
"STU02181","Reza Setiawan","reza.setiawan@outlook.com",42,"Surabaya","2023-09-05","Referral","free",3
"STU00942","Adi Hidayat","adi.hidayat143@yahoo.com",41,"Medan","2022-06-16","Organic","free",1
"STU02636","Iqbal Hakim","iqbal.hakim@gmail.com",39,"Semarang","2022-10-26","Referral","free",1
"STU02368","Mawar Anggara","mawar.anggara115@yahoo6529@gmail.com",19,"Surabaya","2022-04-12","TikTok","basic",4
"STU00413","Krisna Nugroho","krisna.nugroho@gmail.com",27,"Semarang","2023-11-19","Google","free",1
"STU01705","Indah Nugroho","indah.nugroho@yahoo.com",21,"Jakarta","2024-05-09","Referral","free",5
"STU02621","Budi Kusuma","budi.kusuma@yahoo.com",34,"Jakarta","2022-08-16","YouTube","pro",4
"STU00609","Budi Iskandar","budi.iskandar97@outlook.com",26,"Bandung","2024-10-26","Instagram","free",2
"STU01497","Maya Santoso","maya.santoso@outlook.com",31,"Semarang","2023-01-10","Instagram","basic",0
"STU02527","Yuni Yusuf","yuni.yusuf@outlook.com",36,"Yogyakarta","2022-11-20","YouTube","free",3
"STU02145","Putra Saputra","putra.saputra@yahoo.com",28,"Jakarta","2023-03-03","Instagram","free",7
"STU01578","Nita Yusuf","nita.yusuf722@gmail.com",18,"Jakarta","2023-10-19","Instagram","basic",0
"STU01472","Fajar Kurniawan","fajar.kurniawan@gmail.com",22,"Bandung","2023-05-30","Referral","free",11
"STU01433","Sinta Rahmawati","sinta.rahmawati@hotmail.com",25,"Yogyakarta","2022-11-27","Instagram","free",4
"STU00433","Mawar Wulandari","mawar.wulandari@yahoo.com",30,"Medan","2024-06-13","Organic","free",6
"STU01493","Zahra Wulandari","zahra.wulandari621@hotmail.com",38,"Jakarta","2023-04-04","Instagram","pro",3
"STU01473","Fitri Pratama","fitri.pratama569@gmail.com",42,"Bandung","2022-08-31","Instagram","basic",4
"STU02170","Wahyu Santoso","wahyu.santoso@gmail.com",41,"Yogyakarta","2024-03-25","YouTube","free",5
"STU01654","Olivia Pramudita","olivia.pramudita@gmail.com",32,"Jakarta","2023-08-02","YouTube","free",2
"STU00230","Aditya Mahendra","aditya.mahendra@hotmail.com",38,"Medan","2022-04-16","Instagram","free",5
"STU02325","Lestari Hidayat","lestari.hidayat@outlook.com",25,"Medan","2022-05-29","Referral","free",2
"STU02359","Fitri Pramudita","fitri.pramudita@hotmail.com",31,"Jakarta","2022-09-28","Referral","free",1
"STU00729","Intan Wibowo","intan.wibowo@outlook.com",26,"Palembang","2024-12-25","Instagram","free",2
"STU02414","Vina Setiawan","vina.setiawan41@yahoo.com",40,"Jakarta","2024-04-09","YouTube","free",1
"STU02189","Galih Iskandar","galih.iskandar852@outlook4527@gmail.com",20,"Jakarta","2022-11-28","Referral","free",2
"STU01659","Hendra Ramadhan","hendra.ramadhan33@yahoo.com",31,"Jakarta","2022-04-04","TikTok","free",11
"STU01463","Arif Damayanti","arif.damayanti965@gmail.com",41,"Bandung","2022-11-16","TikTok","free",1
"STU01151","Naufal Yusuf","naufal.yusuf67@hotmail.com",37,"Jakarta","2023-06-17","Referral","basic",2
"STU02826","Diah Setiawan","diah.setiawan@outlook.com",22,"Semarang","2025-02-03","Instagram","basic",1
"STU01707","Gita Pertiwi","gita.pertiwi@gmail.com",30,"Surabaya","2023-04-24","Instagram","free",3
"STU02271","Putri Anggara","putri.anggara@gmail.com",35,"Bandung","2024-05-16","Google","free",5
"STU02649","Permata Setiawan","permata.setiawan145@outlook.com",23,"Makassar","2023-03-12","Google","free",0
"STU01087","Reno Setiawan","reno.setiawan@outlook.com",21,"Surabaya","2022-01-07","Instagram","basic",3
"STU00901","Reno Hidayat","reno.hidayat@gmail.com",30,"Yogyakarta","2022-01-08","Instagram","free",6
"STU00081","Permata Cahyani","permata.cahyani@hotmail.com",20,"Surabaya","2022-06-19","YouTube","free",1
"STU00138","Adi Hidayat","adi.hidayat@outlook.com",40,"Surabaya","2023-05-25","Organic","free",5
"STU02833","Fajar Anggara","fajar.anggara98@yahoo.com",45,"Bandung","2022-06-27","Organic","free",3
"STU02846","Mawar Pratama","mawar.pratama@outlook.com",24,"Jakarta","2022-06-24","Instagram","free",3
"STU00169","Hadi Rahmawati","hadi.rahmawati445@yahoo.com",38,"Jakarta","2024-04-07","YouTube","free",3
"STU00414","Hana Cahyani","hana.cahyani559@outlook.com",39,"Jakarta","2024-09-23","Google","pro",6
"STU02195","Eko Anggara","eko.anggara235@gmail.com",33,"Surabaya","2024-02-02","YouTube","free",0
"STU02803","Reno Permadi","reno.permadi719@hotmail6055@gmail.com",25,"Bandung","2024-08-19","Google","basic",0
"STU02315","Sinta Wulandari","sinta.wulandari@yahoo.com",27,"Jakarta","2022-08-31","YouTube","free",2
"STU02618","Dewi Hapsari","dewi.hapsari@hotmail.com",42,"Bekasi","2022-07-30","Google","basic",3
"STU00834","Rizky Saputra","rizky.saputra@hotmail.com",45,"Surabaya","2023-06-24","Referral","free",6
"STU02944","Hadi Mahendra","hadi.mahendra@outlook.com",43,"Jakarta","2023-08-13","Organic","basic",5
"STU00753","Maya Anggara","maya.anggara204@outlook.com",26,"Jakarta","2022-02-17","Google","free",2
"STU02867","Maya Cahyani","maya.cahyani13@hotmail.com",41,"Semarang","2024-11-11","Instagram","pro",0
"STU01941","Aditya Wulandari","aditya.wulandari873@gmail.com",29,"Jakarta","2023-09-24","Referral","pro",2
"STU01952","Indah Hidayat","indah.hidayat@yahoo5464@gmail.com",41,"Yogyakarta","2023-04-09","Instagram","free",3
"STU01379","Ratna Damayanti","ratna.damayanti855@yahoo.com",28,"Malang","2024-11-23","Referral","free",3
"STU00497","Gita Wijaya","gita.wijaya389@yahoo.com",39,"Bandung","2024-06-01","Instagram","free",1
"STU02338","Intan Pratama","intan.pratama558@gmail.com",41,"Yogyakarta","2022-07-15","Referral","free",6
"STU01555","Krisna Susanto","krisna.susanto@hotmail.com",18,"Yogyakarta","2022-08-01","YouTube","free",5
